taxonid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,scientific_name,taxonomic_authority,infra_rank,infra_name,population,noteType,main_common_name
564,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,AESHNIDAE,Aeshna,Aeshna williamsoniana,"Calvert, 1905",,,,DD,Williamson's Darner
565,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Aethalops,Aethalops alecto,"(Thomas, 1923)",,,,LC,Pygmy Fruit Bat
567,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,Aethomys silindensis,"Roberts, 1938",,,,DD,Selinda Veld Rat
568,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,Aethomys bocagei,"(Thomas, 1904)",,,,LC,Bocage's Rock Rat
569,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,Aethomys chrysophilus,"(de Winton, 1897)",,,,LC,Red Rock Rat
570,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Micaelamys,Micaelamys granti,"(Wroughton, 1908)",,,,LC,Grant's Rock Rat
571,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,Aethomys hindei,"(Thomas, 1902)",,,,LC,Hinde's Rock Rat
572,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,Aethomys kaiseri,"(Noack, 1887)",,,,LC,Kaiser's Rock Rat
573,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Micaelamys,Micaelamys namaquensis,"(A. Smith, 1834)",,,,LC,Namaqua Rock Rat
574,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,Aethomys nyikae,"(Thomas, 1897)",,,,LC,Nyika Rock Rat
575,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,Aethomys stannarius,"(Thomas, 1913)",,,,DD,Tinfields Rock Rat
576,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,Aethomys thomasi,"(de Winton, 1897)",,,,LC,Thomas's Rock Rat
592,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Afrithelphusa,Afrithelphusa leonensis,"(Cumberlidge, 1987)",,,,CR,
593,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Afrithelphusa,Afrithelphusa gerhildae,"Bott, 1969",,,,DD,
594,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Afrithelphusa,Afrithelphusa afzelii,"(Colosi, 1924)",,,,CR,
595,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POTAMONAUTIDAE,Afrithelphusa,Afrithelphusa monodosa,"(Bott, 1959)",,,,EN,Purple Marsh Crab
596,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Afrixalus,Afrixalus aureus,"Pickersgill, 1984",,,,LC,Golden Banana Frog
611,ANIMALIA,ARTHROPODA,MAXILLOPODA,CYCLOPOIDA,CYCLOPIDAE,Afrocyclops,Afrocyclops pauliani,"Lindberg, 1951",,,,EX,
612,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Afroedura,Afroedura hawequensis,"Mouton &amp; Mostert, 1985",,,,LC,Hawequa Flat Gecko
618,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,PLANORBIDAE,Africanogyrus,Africanogyrus rodriguezensis,"(Crosse, 1873)",,,,VU,
619,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,PLANORBIDAE,Africanogyrus,Africanogyrus starmuehlneri,"(Brown, 1980)",,,,EN,
622,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,Agabus,Agabus clypealis,"(Thomson, 1867)",,,,EN,
623,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,Agabus,Agabus discicollis,"Ancey, 1883",,,,EN,
624,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,Agabus,Agabus hozgargantae,"Burmeister, 1983",,,,EN,
678,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,TURRIDAE,Agathothoma,Agathothoma finalis,"Rolán and Fernandes, 1993",,,,DD,
693,ANIMALIA,ARTHROPODA,MAXILLOPODA,CALANOIDA,DIAPTOMIDAE,Aglaodiaptomus,Aglaodiaptomus kingsburyae,"(A. Robertson, 1975)",,,,VU,
694,ANIMALIA,ARTHROPODA,MAXILLOPODA,CALANOIDA,DIAPTOMIDAE,Aglaodiaptomus,Aglaodiaptomus marshianus,"(M.S. Wilson, 1953)",,,,VU,
697,ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE,Agonostomus,Agonostomus telfairii,"Bennett, 1832",,,,LC,Fairy Mullet
699,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CUNICULIDAE,Cuniculus,Cuniculus paca,"(Linnaeus, 1766)",,,,LC,Agouti
700,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CUNICULIDAE,Cuniculus,Cuniculus taczanowskii,"(Stolzmann, 1865)",,,,NT,Mountain Paca
701,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Plebejus,Plebejus zullichi,"(Hemming, 1933)",,,,EN,Zullich's Blue
704,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NOCTUIDAE,Agrotis,Agrotis crinigera,"(Butler, 1881)",,,,EX,Larger Native Cutworm
705,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NOCTUIDAE,Agrotis,Agrotis fasciata,"(Rothschild, 1894)",,,,EX,Midway Noctuid Moth
706,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NOCTUIDAE,Agrotis,Agrotis kerri,"Swezey, 1920",,,,EX,Kerr's Noctuid Moth
707,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NOCTUIDAE,Agrotis,Agrotis laysanensis,,,,,EX,Laysan Noctuid Moth
708,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NOCTUIDAE,Agrotis,Agrotis photophila,"(Butler, 1879)",,,,EX,
709,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NOCTUIDAE,Agrotis,Agrotis procellaris,Meyrick 1900,,,,EX,Procellaris Grotis Noctuid Moth
712,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,URSIDAE,Ailuropoda,Ailuropoda melanoleuca,"(David, 1869)",,,,VU,Giant Panda
714,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,AILURIDAE,Ailurus,Ailurus fulgens,"F.G. Cuvier, 1825",,,,EN,Red Panda
723,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon aerosus,"Thomas, 1913",,,,LC,Highland Grass Mouse
724,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon affinis,"(J.A. Allen, 1912)",,,,LC,Colombian Grass Mouse
725,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon albiventer,"Thomas, 1897",,,,LC,White-bellied Grass Mouse
726,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon azarae,"(Fischer, 1829)",,,,LC,Azara's Grass Mouse
727,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Neomicroxus,Neomicroxus bogotensis,"(Thomas, 1895)",,,,LC,Bogota Grass Mouse
728,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon boliviensis,"Meyen, 1833",,,,LC,Bolivian Grass Mouse
729,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon budini,"(Thomas, 1918)",,,,LC,Budin's Grass Mouse
730,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon cursor,"(Winge, 1887)",,,,LC,Cursor Grass Mouse
731,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon dayi,"Osgood, 1916",,,,LC,Day's Grass Mouse
733,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon fumeus,"Thomas, 1902",,,,LC,Smoky Grass Mouse
735,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,Abrothrix illutea,"Thomas, 1925",,,,LC,Gray Akodont
736,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon iniscatus,"Thomas, 1919",,,,LC,Intelligent Grass Mouse
737,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon juninensis,"Myers, Patton &amp; Smith, 1990",,,,LC,Junin Grass Mouse
738,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Deltamys,Deltamys kempi,"Thomas, 1917",,,,LC,Kemp's Grass Mouse
739,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon kofordi,"Myers &amp; Patton, 1989",,,,LC,Koford's Grass Mouse
740,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,Abrothrix lanosus,"(Thomas, 1897)",,,,LC,Woolly Grass Mouse
741,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Neomicroxus,Neomicroxus latebricola,"(Anthony, 1924)",,,,EN,Ecuadorean Grass Mouse
742,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon lindberghi,"Hershkovitz, 1990",,,,DD,Lindbergh's Grass Mouse
743,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,Abrothrix longipilis,"(Waterhouse, 1837)",,,,LC,Long-haired Akodont
746,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon mimus,"(Thomas, 1901)",,,,LC,Thespian Grass Mouse
747,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon molinae,"Contreras, 1968",,,,LC,Molina's Grass Mouse
748,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon mollis,"Thomas, 1894",,,,LC,Soft Grass Mouse
750,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Thaptomys,Thaptomys nigrita,"(Lichtenstein, 1830)",,,,LC,Blackish Grass Mouse
751,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,Abrothrix olivaceus,"(Waterhouse, 1837)",,,,LC,Olive Grass Mouse
752,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon orophilus,"Osgood, 1913",,,,LC,El Dorado Grass Mouse
753,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon lutescens,"J.A. Allen, 1901",,,,LC,Altiplano Grass Mouse
754,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,Abrothrix sanborni,"(Osgood, 1943)",,,,NT,Sanborn's Grass Mouse
755,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon sanctipaulensis,"Hershkovitz, 1990",,,,DD,Sao Paulo Grass Mouse
756,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon serrensis,"Thomas, 1902",,,,LC,Serrado Do Mar Grass Mouse
757,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon siberiae,"Myers &amp; Patton, 1989",,,,NT,Cochabamba Grass Mouse
758,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon simulator,"Thomas, 1916",,,,LC,Gray-bellied Grass Mouse
760,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon subfuscus,"Osgood, 1944",,,,LC,Puno Grass Mouse
761,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon surdus,"Thomas, 1917",,,,VU,Silent Grass Mouse
762,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon sylvanus,"Thomas, 1921",,,,LC,Forest Grass Mouse
763,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon toba,"Thomas, 1921",,,,LC,Chaco Grass Mouse
764,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon torques,"(Thomas, 1917)",,,,LC,Cloud Forest Grass Mouse
765,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Necromys,Necromys urichi,"(J.A. Allen &amp; Chapman, 1897)",,,,LC,Northern Grass Mouse
766,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,Akodon varius,"Thomas, 1902",,,,DD,Variable Grass Mouse
772,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Alaena,Alaena margaritacea,"Eltringham, 1929",,,,CR,Wolkberg Zulu
773,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Alasmidonta arcula,"Lea, 1838",,,,EN,Altamaha Arc-Mussel
774,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Alasmidonta atropurpurea,"(I. Lea, 1838)",,,,EN,Cumberland Elktoe
775,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Alasmidonta heterodon,"Lea, 1830",,,,VU,Dwarf Wedgemussel
776,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Alasmidonta raveneliana,"Lea, 1834",,,,CR,Appalachian Elktoe
777,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Alasmidonta robusta,"Clarke, 1981",,,,EX,Carolina Elktoe
778,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Alasmidonta wrightiana,"(Walker, 1901)",,,,EX,Ochlockonee Arcmussel
779,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Alasmidonta marginata,"Say, 1818",,,,LC,Elktoe
780,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Alasmidonta mccordi,"Athearn, 1964",,,,EX,Coosa Elktoe
781,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Alasmidonta,Alasmidonta varicosa,"(Lamarck, 1819)",,,,VU,Brook Floater
787,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Alburnus,Alburnus akili,"Battalgil, 1942",,,,EX,Beyşehir Bleak
788,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Alburnus,Alburnus albidus,"(Costa, 1838)",,,,VU,Italian bleak
789,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Alburnus,Alburnus alburnus,"(Linnaeus, 1758)",,,,LC,Bleak
790,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Alburnus,Alburnus heckeli,"Battalgil, 1943",,,,LC,Hazer Shah Kuli
809,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Alcelaphus,Alcelaphus buselaphus ssp. swaynei,"(P.L. Sclater, 1892)",ssp.,swaynei,,EN,Swayne's Hartebeest
810,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Alcelaphus,Alcelaphus buselaphus ssp. tora,"Gray, 1873",ssp.,tora,,CR,Tora Hartebeest
811,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Alcelaphus,Alcelaphus buselaphus,"(Pallas, 1766)",,,,LC,Hartebeest
812,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Alcelaphus,Alcelaphus buselaphus ssp. lichtensteinii,"(Peers, 1849)",ssp.,lichtensteinii,,LC,Lichtenstein's Hartebeest
813,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Alcelaphus,Alcelaphus buselaphus ssp. buselaphus,"(Pallas, 1766)",ssp.,buselaphus,,EX,Bubal Hartebeest
814,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Alcelaphus,Alcelaphus buselaphus ssp. caama,"(É. Geoffroy Saint-Hilaire, 1803)",ssp.,caama,,LC,Red Hartebeest
815,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Alcelaphus,Alcelaphus buselaphus ssp. cokii,"Günther, 1884",ssp.,cokii,,LC,Coke's Hartebeest
816,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Alcelaphus,Alcelaphus buselaphus ssp. lelwel,"(Heuglin, 1877)",ssp.,lelwel,,EN,Lelwel Hartebeest
817,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Alcelaphus,Alcelaphus buselaphus ssp. major,"(Blyth, 1869)",ssp.,major,,VU,Western Hartebeest
840,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Algyroides,Algyroides marchi,"Valverde, 1958",,,,EN,Spanish Algyroides
843,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Alionycteris,Alionycteris paucidentata,"Kock, 1969",,,,LC,Mindanao Pygmy Fruit Bat
850,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga tetradactyla,"(Lichtenstein, 1823)",,,,DD,Four-toed Jerboa
851,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga balikunica,"Hsia &amp; Fang, 1964",,,,LC,Balikun Jerboa
852,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga bullata,"Allen, 1925",,,,LC,Gobi Jerboa
854,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga euphratica,"Thomas, 1881",,,,LC,Euphrates Jerboa
855,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga firouzi,"Womochel, 1978",,,,DD,Iranian Jerboa
856,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga hotsoni,"Thomas, 1920",,,,LC,Hotson’s Five-toed Jerboa
857,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga major,"(Kerr, 1792)",,,,LC,Great Jerboa
858,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga severtzovi,"Vinogradov, 1925",,,,LC,Svertzov's Jerboa
859,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga sibirica,"(Forster, 1778)",,,,LC,Siberian Jerboa
860,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,Allactaga vinogradovi,"Argyropulo, 1941",,,,NT,Vinogradov's Jerboa
861,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactodipus,Allactodipus bobrinskii,"Kolesnikov, 1937",,,,LC,Bobrinski's Jerboa
862,ANIMALIA,ARTHROPODA,MALACOSTRACA,ANASPIDACEA,ANASPIDIDAE,Allanaspides,Allanaspides helonomus,"Swain, Wilson, Hickman &amp; Ong, 1970",,,,VU,Tasmanian Anaspid Crustacean
863,ANIMALIA,ARTHROPODA,MALACOSTRACA,ANASPIDACEA,ANASPIDIDAE,Allanaspides,Allanaspides hickmani,"Swain, Wilson &amp; Ong, 1971",,,,VU,Hickman's Pygmy Mountain Shrimp
865,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Allenopithecus,Allenopithecus nigroviridis,"(Pocock, 1907)",,,,LC,Allen's Swamp Monkey
867,ANIMALIA,CHORDATA,REPTILIA,CROCODYLIA,ALLIGATORIDAE,Alligator,Alligator sinensis,"Fauvel, 1879",,,,CR,Chinese Alligator
868,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Allocebus,Allocebus trichotis,"(Günther, 1875)",,,,EN,Hairy-eared Dwarf Lemur
869,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Allocharopa,Allocharopa erskinensis,"(Gabriel, 1930)",,,,VU,
870,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Allocharopa,Allocharopa okeana,"(Gabriel, 1947)",,,,LR/nt,
871,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Allocharopa,Allocharopa tarravillensis,"(Gabriel, 1930)",,,,LR/nt,
872,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Haplochromis,Haplochromis welcommei,"Greenwood, 1966",,,,VU,
873,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,Allocrangonyx,Allocrangonyx hubrichti,"Holsinger, 1971",,,,VU,Central Missouri Cave Amphipod
874,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,CRANGONYCTIDAE,Allocrangonyx,Allocrangonyx pellucidus,"Mackin, 1935",,,,VU,Oklahoma Cave Amphipod
875,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Allocricetulus,Allocricetulus eversmanni,"(Brandt, 1859)",,,,LC,Eversmann's Hamster
876,ANIMALIA,ARTHROPODA,MAXILLOPODA,CALANOIDA,DIAPTOMIDAE,Allodiaptomus,Allodiaptomus satanas,"(Brehm, 1952)",,,,VU,
877,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Allognathus,Allognathus graellsianus,"(Pfeiffer, 1853)",,,,LC,
879,ANIMALIA,ARTHROPODA,INSECTA,PLECOPTERA,CHLOROPERLIDAE,Alloperla,Alloperla roberti,"Surdick, 1981",,,,EX,Robert's Stonefly
881,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,GOODEIDAE,Allotoca,Allotoca maculata,"Smith &amp; Miller, 1980",,,,CR,Blackspot Allotoca
882,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Aloeides,Aloeides caledoni,"Tite &amp; Dickson, 1973",,,,LC,Caledon Copper
883,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Aloeides,Aloeides dentatis,"(Swierstra, 1909)",,,,VU,Roodepoort Copper
884,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Aloeides,Aloeides egerides,"(Riley, 1938)",,,,VU,Red Hill Copper
885,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Aloeides,Aloeides lutescens,"Tite &amp; Dickson, 1968",,,,EN,Worcester Copper
886,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Aloeides,Aloeides carolynnae,"Dickson, 1983",,,,VU,
887,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Aloeides,Aloeides kaplani,"Tite &amp; Dickson, 1977",,,,LC,Kaplan's Copper
888,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Aloeides,Aloeides merces,"Henning &amp; Henning, 1986",,,,LC,Wakkerstroom Copper
889,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Aloeides,Aloeides nollothi,"Tite &amp; Dickson, 1977",,,,LC,Nolloth's Copper
890,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Aloeides,Aloeides nubilus,"Henning &amp; Henning, 1982",,,,EN,Cloud Copper
891,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Aloeides,Aloeides pringlei,"Tite &amp; Dickson, 1976",,,,VU,Pringle's Copper
892,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Aloeides,Aloeides rossouwi,"Henning &amp; Henning, 1982",,,,CR,Rossouw's Copper
896,ANIMALIA,ARTHROPODA,BRANCHIOPODA,DIPLOSTRACA,CHYDORIDAE,Alona,Alona sketi,"Brancelj, 1992",,,,VU,
897,ANIMALIA,ARTHROPODA,BRANCHIOPODA,DIPLOSTRACA,CHYDORIDAE,Alona,Alona hercegovinae,"Brancelj, 1990",,,,VU,
898,ANIMALIA,ARTHROPODA,BRANCHIOPODA,DIPLOSTRACA,CHYDORIDAE,Alona,Alona smirnovi,"Petkovsky &amp; Flossner,1972",,,,VU,
899,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Vulpes,Vulpes lagopus,"Linnaeus, 1758",,,,LC,Arctic Fox
900,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CLAUSILIIDAE,Alopia,Alopia bielzii ssp. clathrata,Rossmõssler 1857,ssp.,clathrata,,LR/nt,
903,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Alosa alosa,"(Linnaeus, 1758)",,,,LC,Allis Shad
904,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Alosa fallax,"(Lacepède, 1803)",,,,LC,Twaite Shad
905,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Alosa macedonica,"(Vinciguerra, 1921)",,,,VU,Macedonian shad
906,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Alosa maeotica,"(Grimm, 1901)",,,,LC,Black Sea shad
907,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Alosa immaculata,"Bennett, 1835",,,,VU,
908,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,Alosa alabamae,"Jordan &amp; Evermann, 1896",,,,NT,Alabama Shad
914,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Alouatta,Alouatta pigra,"Lawrence, 1933",,,,EN,Yucatán Black Howler Monkey
918,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Alouatta,Alouatta ululata,"Elliot, 1912",,,,EN,Maranhão Red-handed Howler Monkey
919,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,ATELIDAE,Alouatta,Alouatta palliata ssp. aequatorialis,"Festa, 1903",ssp.,aequatorialis,,VU,Ecuadorian Mantled Howler Monkey
