taxonid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,scientific_name,taxonomic_authority,infra_rank,infra_name,population,noteType,main_common_name
21106,ANIMALIA,ARTHROPODA,MALACOSTRACA,ISOPODA,STYLONISCIDAE,Styloniscus,Styloniscus sp. nov.,,,,,DD,
21118,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,Stylurus,Stylurus potulentus,"(Needham, 1942)",,,,VU,Yellow-sided Clubtail
21119,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,Stylurus,Stylurus townesi,"Gloyd, 1936",,,,LC,Townes's Clubtail
21120,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Stypodon,Stypodon signifer,"Garman, 1881",,,,EX,Stumptooth Minnow
21122,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,PUPINIDAE,Suavocallia,Suavocallia splendens,"Dohrn, 1862",,,,VU,
21123,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,TRISSEXODONTIDAE,Suboestophora,Suboestophora altamirai,"(Ortiz de Zárate López, 1962)",,,,VU,
21124,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,TRISSEXODONTIDAE,Suboestophora,Suboestophora hispanica,"(Gude, 1910)",,,,VU,
21125,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,TRISSEXODONTIDAE,Suboestophora,Suboestophora jeresae,"(Ortiz de Zárate López, 1962)",,,,VU,
21126,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,SUBULINIDAE,Subulina,Subulina usambarica,K. Pfeiffer,,,,DD,
21127,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,SUBULINIDAE,Subuliniscus,Subuliniscus arambourgi,Germain,,,,EN,
21128,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,SUCCINEIDAE,Succinea,Succinea chittenangoensis,"Pilsbry, 1908",,,,DD,Chittenango Ovate Amber Snail
21129,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,SUCCINEIDAE,Succinea,Succinea philippinica,"von Möllendorff, 1893",,,,DD,
21130,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,SUCCINEIDAE,Succinea,Succinea piratarum,"Quadras and Moellendorff, 1894",,,,EN,
21131,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,SUCCINEIDAE,Succinea,Succinea quadrasi,"Moellendorff, 1894",,,,EN,
21132,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,SUCCINEIDAE,Succinea,Succinea sanctaehelenae,"Lesson, 1830",,,,LR/nt,
21133,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,SUCCINEIDAE,Succinea,Succinea guamensis,"Pfeiffer, 1857",,,,DD,
21134,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Surdisorex,Surdisorex norae,"Thomas, 1906",,,,LC,Aberdare Mole Shrew
21135,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Surdisorex,Surdisorex polulus,"Hollister, 1916",,,,DD,Mt. Kenya Mole Shrew
21140,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Suncus,Suncus remyi,"Brosset, Dubost &amp; Heim de Balsac, 1965",,,,LC,Remy's Pygmy Shrew
21141,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Suncus,Suncus ater,"Medway, 1965",,,,DD,Black Shrew
21142,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Suncus,Suncus dayi,"(Dodson, 1888)",,,,EN,Day's Shrew
21143,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Suncus,Suncus fellowesgordoni,"Phillips, 1932",,,,EN,Ceylon Pygmy Shrew
21144,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Suncus,Suncus hosei,"Thomas, 1893",,,,DD,Bornean Pgymy Shrew
21145,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Suncus,Suncus malayanus,"Kloss, 1917",,,,LC,Malayan Pygmy Shrew
21146,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Suncus,Suncus mertensi,"Kock, 1974",,,,EN,Flores Shrew
21147,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Suncus,Suncus montanus,"(Kelaart, 1850)",,,,VU,Sri Lanka Highland Shrew
21148,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Suncus,Suncus zeylanicus,"Phillips, 1928",,,,EN,Sri Lankan Shrew
21150,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Sundamys,Sundamys infraluteus,"(Thomas, 1888)",,,,LC,Mountain Sundamys
21151,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Sundamys,Sundamys maxi,"(Sody, 1932)",,,,VU,Javan Sundamys
21152,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Sundamys,Sundamys muelleri,"(Jentink, 1879)",,,,LC,Müller’s Sundamys
21153,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Sundasciurus,Sundasciurus brookei,"(Thomas, 1892)",,,,LC,Brooke's Squirrel
21154,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Sundasciurus,Sundasciurus fraterculus,"(Thomas, 1895)",,,,VU,Fraternal Squirrel
21155,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Sundasciurus,Sundasciurus hippurus,"(I. Geoffroy, 1831)",,,,NT,Horse-tailed Squirrel
21156,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Sundasciurus,Sundasciurus jentinki,"(Thomas, 1887)",,,,LC,Jentink's Squirrel
21157,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Sundasciurus,Sundasciurus juvencus,"(Thomas, 1908)",,,,LC,Northern Palawan Tree Squirrel
21158,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Sundasciurus,Sundasciurus lowii,"(Thomas, 1892)",,,,LC,Low's Squirrel
21159,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Sundasciurus,Sundasciurus moellendorffi,"(Matschie, 1898)",,,,NT,Culion Tree Squirrel
21160,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Sundasciurus,Sundasciurus philippinensis,"(Waterhouse, 1839)",,,,LC,Philippine Tree Squirrel
21161,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Sundasciurus,Sundasciurus rabori,"Heaney, 1979",,,,DD,Palawan Montane Squirrel
21162,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Sundasciurus,Sundasciurus samarensis,"(Steere, 1890)",,,,LC,Samar Squirrel
21163,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Sundasciurus,Sundasciurus steerii,"(Günther, 1877)",,,,LC,Southern Palawan Tree Squirrel
21164,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Sundasciurus,Sundasciurus tenuis,"(Horsfield, 1824)",,,,LC,Slender Squirrel
21168,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,NEMACHEILIDAE,Speonectes,Speonectes tiomanensis,"(Kottelat, 1990)",,,,CR,
21171,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus barbatus ssp. oi,"Miller, 1902",ssp.,oi,,LR/nt,Western Bearded Pig
21172,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Porcula,Porcula salvania,"Hodgson, 1847",,,,EN,Pygmy Hog
21174,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus verrucosus,"Boie, 1832",,,,EN,Javan Warty Pig
21175,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus cebifrons,"Heude, 1888",,,,CR,Visayan Warty Pig
21176,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus philippensis,"Nehring, 1886",,,,VU,Philippine Warty Pig
21177,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus ahoenobarbus,"Huet, 1888",,,,NT,Palawan Bearded Pig
21178,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,Sus bucculentus,"Heude, 1892",,,,EX,Indo-chinese Warty Pig
21183,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Syconycteris,Syconycteris hobbit,"Ziegler, 1982",,,,LC,Moss-forest Blossom Bat
21184,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Syconycteris,Syconycteris carolinae,"Rozendaal, 1984",,,,NT,Halmaheran Blossom Bat
21185,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Syconycteris,Syconycteris australis,"(Peters, 1867)",,,,LC,Common Blossom Bat
21203,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Sylvicapra,Sylvicapra grimmia,"(Linnaeus, 1758)",,,,LC,Common Duiker
21206,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,Sylvilagus graysoni,"(J.A. Allen, 1877)",,,,EN,Tres Marias Cottontail
21207,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,Sylvilagus insonus,"(Nelson, 1904)",,,,DD,Omiltemi Cottontail
21209,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,Sylvilagus dicei,"Harris, 1932",,,,VU,Dice's Cottontail
21210,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,Sylvilagus mansuetus,"Nelson, 1907",,,,CR,San José Brush Rabbit
21211,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,Sylvilagus cunicularius,"(Waterhouse, 1848)",,,,LC,Mexican Cottontail
21212,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,Sylvilagus transitionalis,"(Bangs, 1895)",,,,VU,New England Cottontail
21216,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Sylvisorex,Sylvisorex howelli,"Jenkins, 1984",,,,LC,Howell's Forest Shrew
21219,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Sylvisorex,Sylvisorex vulcanorum,"Hutterer &amp; Verheyan, 1985",,,,LC,Volcano Shrew
21220,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Sylvisorex,Sylvisorex isabellae,"Heim de Balsac, 1968",,,,VU,Bioko Forest Shrew
21221,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Sylvisorex,Sylvisorex morio,"(Gray, 1862)",,,,EN,Arrogant Shrew
21222,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Sylvisorex,Sylvisorex oriundus,"Hollister, 1916",,,,DD,Lesser Forest Shrew
21226,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,LIBELLULIDAE,Sympetrum,Sympetrum dilatatum,"(Calvert, 1892)",,,,CR,St. Helena Darter
21249,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ATYIDAE,Syncaris,Syncaris pacifica,"(Holmes, 1895)",,,,EN,California Freshwater Shrimp
21250,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ATYIDAE,Syncaris,Syncaris pasadenae,"(Kingsley, 1897)",,,,EX,Pasadena Freshwater Shrimp
21251,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Syncerus,Syncerus caffer,"(Sparrman, 1779)",,,,NT,African Buffalo
21252,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TERAPONTIDAE,Syncomistes,Syncomistes kimberleyensis,"Vari, 1978",,,,LC,Kimberley Grunter
21253,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,TERAPONTIDAE,Syncomistes,Syncomistes rastellus,"Vari &amp; Hutchins, 1978",,,,EN,Drysdale Grunter
21257,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNGNATHIFORMES,SYNGNATHIDAE,Syngnathus,Syngnathus abaster,"Risso, 1827",,,,LC,Black-striped pipefish
21260,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Syntheosciurus,Syntheosciurus brochus,"Bangs, 1902",,,,DD,Bangs's Mountain Squirrel
21271,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PALUDOMIDAE,Syrnolopsis,Syrnolopsis gracilis,"Pilsbry &amp; Bequaert, 1927",,,,LC,
21272,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PALUDOMIDAE,Syrnolopsis,Syrnolopsis lacustris,"Smith, 1880",,,,LC,
21273,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PALUDOMIDAE,Syrnolopsis,Syrnolopsis minuta,"Bourguignat, 1885",,,,LC,
21276,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Tacheocampylaea,Tacheocampylaea raspailii,"(Payraudeau, 1826)",,,,VU,
21277,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Tacheocampylaea,Tacheocampylaea tacheoides,"(Pollonera, 1909)",,,,EN,
21283,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,HYPEROLIIDAE,Tachycnemis,Tachycnemis seychellensis,"(Duméril &amp; Bibron, 1841)",,,,LC,Seychelles Treefrog
21286,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Tachygyia,Tachygyia microlepis,"(Duméril &amp; Bibron, 1839)",,,,EX,Tonga Ground Skink
21293,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SPALACIDAE,Tachyoryctes,Tachyoryctes macrocephalus,"(Rüppell, 1842)",,,,EN,Giant Mole Rat
21299,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SPALACIDAE,Tachyoryctes,Tachyoryctes splendens,"(Rüppell, 1835)",,,,LC,East African Mole Rat
21308,ANIMALIA,ARTHROPODA,MEROSTOMATA,XIPHOSURA,LIMULIDAE,Tachypleus,Tachypleus gigas,"(Müller, 1785)",,,,DD,Horseshoe Crab
21309,ANIMALIA,ARTHROPODA,MEROSTOMATA,XIPHOSURA,LIMULIDAE,Tachypleus,Tachypleus tridentatus,"(Leach, 1819)",,,,EN,Tri-spine Horseshoe Crab
21310,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,SPHECIDAE,Tachysphex,Tachysphex pechumani,"Krombein, 1938",,,,LR/nt,Antennal-waving Wasp
21311,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Tadarida,Tadarida teniotis,"(Rafinesque, 1814)",,,,LC,European Free-tailed Bat
21312,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Tadarida,Tadarida aegyptiaca,"(É. Geoffroy, 1818)",,,,LC,Egyptian Free-tailed Bat
21313,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Austronomus,Austronomus australis,"Gray, 1838",,,,LC,White-striped Free-tailed Bat
21314,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Tadarida,Tadarida brasiliensis,"(I. Geoffroy, 1824)",,,,LC,Brazilian Free-tailed Bat
21316,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Tadarida,Tadarida fulminans,"(Thomas, 1903)",,,,LC,Malagasy Free-tailed Bat
21317,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Tadarida,Tadarida lobata,"(Thomas, 1891)",,,,LC,Kenyan Big-eared Free-tailed Bat
21318,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Tadarida,Tadarida ventralis,"(Heuglin, 1861)",,,,DD,African Giant Free-tailed Bat
21326,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Taenioides,Taenioides jacksoni,"Smith, 1943",,,,LR/nt,Bearded Eelgoby
21328,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Taeromys,Taeromys arcuatus,"(Tate &amp; Archbold, 1935)",,,,LC,Southeastern Mountain Taeromys
21329,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Taeromys,Taeromys callitrichus,"(Jentink, 1878)",,,,DD,Greater Taeromys
21330,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Taeromys,Taeromys celebensis,"(Gray, 1867)",,,,LC,Long-tailed Taeromys
21331,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Taeromys,Taeromys hamatus,"(Miller &amp; Hollister, 1921)",,,,DD,Central Mountain Taeromys
21332,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Taeromys,Taeromys punicans,"(Miller &amp; Hollister, 1921)",,,,DD,Reddish-furred Taeromys
21333,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Taeromys,Taeromys taerae,"(Sody, 1932)",,,,VU,Northeastern Mountain Taeromys
21334,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,TRUNCATELLIDAE,Taheitia,Taheitia alata,"(Quadras and von Möllendorff, 1894)",,,,DD,
21335,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,TRUNCATELLIDAE,Taheitia,Taheitia lamellicosta,"(Quadras and von Möllendorff, 1894)",,,,DD,
21336,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,TRUNCATELLIDAE,Taheitia,Taheitia mariannarum,"(Quadras and von Möllendorff, 1894)",,,,DD,
21337,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,TRUNCATELLIDAE,Taheitia,Taheitia parvula,"(Quadras and von Möllendorff, 1894)",,,,DD,
21338,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Taipidon,Taipidon anceyana,"Garrett, 1887",,,,EX,
21339,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Taipidon,Taipidon marquesana,"Garrett, 1887",,,,EX,
21340,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Taipidon,Taipidon octolamellata,"Garrett, 1887",,,,EX,
21341,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Takifugu,Takifugu niphobles,"(Jordan &amp; Snyder, 1901)",,,,LC,Grass Puffer
21342,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Takifugu,Takifugu poecilonotus,"(Temminck &amp; Schlegel, 1850)",,,,LC,Finepatterned Puffer
21343,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Takifugu,Takifugu xanthopterus,"(Temminck &amp; Schlegel, 1850)",,,,LC,Yellowfin Puffer
21349,ANIMALIA,CHORDATA,MAMMALIA,PILOSA,MYRMECOPHAGIDAE,Tamandua,Tamandua mexicana,"(Saussure, 1860)",,,,LC,Northern Tamandua
21350,ANIMALIA,CHORDATA,MAMMALIA,PILOSA,MYRMECOPHAGIDAE,Tamandua,Tamandua tetradactyla,"(Linnaeus, 1758)",,,,LC,Southern Tamandua
21352,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Mugilogobius,Mugilogobius sarasinorum,"(Boulenger, 1897)",,,,EN,Sarasin's Goby
21355,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Neotamias,Neotamias palmeri,"(Merriam, 1897)",,,,EN,Palmer's Chipmunk
21356,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Neotamias,Neotamias bulleri,"(J.A. Allen, 1889)",,,,VU,Buller's Chipmunk
21357,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Neotamias,Neotamias durangae,"(J.A. Allen, 1903)",,,,LC,Durango Chipmunk
21358,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Neotamias,Neotamias merriami,"(J.A. Allen, 1889)",,,,LC,Merriam's Chipmunk
21359,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Neotamias,Neotamias obscurus,"(J.A. Allen, 1890)",,,,LC,California Chipmunk
21360,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Eutamias,Eutamias sibiricus,"(Laxmann, 1769)",,,,LC,Siberian Chipmunk
21364,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Neotamias,Neotamias canipes,"(V. Bailey, 1902)",,,,LC,Gray-footed Chipmunk
21378,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Tamiasciurus,Tamiasciurus mearnsi,"Townsend, 1897",,,,EN,Mearns's Squirrel
21379,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Tamiops,Tamiops mcclellandii,"(Horsfield, 1840)",,,,LC,Himalayan Striped Squirrel
21380,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Tamiops,Tamiops maritimus,"(Bonhote, 1900)",,,,LC,Maritime Striped Squirrel
21381,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Tamiops,Tamiops rodolphii,"(Milne-Edwards, 1867)",,,,LC,Cambodian Striped Squirrel
21382,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Tamiops,Tamiops swinhoei,"(Milne-Edwards, 1874)",,,,LC,Swinhoe's Striped Squirrel
21383,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Tanakia,Tanakia tanago,"(Tanaka, 1909)",,,,EN,Tokyo Bitterling
21385,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,MILACIDAE,Tandonia,Tandonia nigra,"(C. Pfeiffer, 1849)",,,,LC,
21386,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PALUDOMIDAE,Tanganyicia,Tanganyicia rufofilosa,"(Smith, 1880)",,,,NT,
21452,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Taphozous,Taphozous australis,"Gould, 1854",,,,NT,Coastal Sheath-tailed Bat
21453,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Taphozous,Taphozous achates,"Thomas, 1915",,,,DD,Indonesian Tomb Bat
21454,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Taphozous,Taphozous georgianus,"Thomas, 1915",,,,LC,Common Sheath-tailed Bat
21455,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Taphozous,Taphozous hamiltoni,"Thomas, 1920",,,,DD,Hamilton's Tomb Bat
21456,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Taphozous,Taphozous hildegardeae,"Thomas, 1909",,,,EN,Hildegarde's Tomb Bat
21457,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Taphozous,Taphozous hilli,"Kitchener, 1980",,,,LC,Hill's Sheath-tailed Bat
21458,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Taphozous,Taphozous kapalgensis,"McKean &amp; Friend, 1979",,,,LC,Arnhem Sheath-tailed Bat
21459,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Taphozous,Taphozous longimanus,"Hardwicke, 1825",,,,LC,Long-winged Tomb Bat
21460,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Taphozous,Taphozous mauritianus,"É. Geoffroy, 1818",,,,LC,Mauritian Tomb Bat
21461,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Taphozous,Taphozous melanopogon,"Temminck, 1841",,,,LC,Black-bearded Tomb Bat
21462,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Taphozous,Taphozous nudiventris,"Cretzschmar, 1830",,,,LC,Naked-rumped Tomb Bat
21463,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Taphozous,Taphozous perforatus,"É. Geoffroy, 1818",,,,LC,Egyptian Tomb Bat
21465,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Taphozous,Taphozous theobaldi,"Dobson, 1872",,,,LC,Theobold's Bat
21466,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,EMBALLONURIDAE,Taphozous,Taphozous troughtoni,"Tate, 1952",,,,LC,Troughton's Sheath-tailed Bat
21471,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,Tapirus bairdii,"(Gill, 1865)",,,,EN,Baird's Tapir
21472,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,Tapirus indicus,"Desmarest, 1819",,,,EN,Malay Tapir
21473,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,Tapirus pinchaque,"(Roulin, 1829)",,,,EN,Mountain Tapir
21474,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,Tapirus terrestris,"(Linnaeus, 1758)",,,,VU,Lowland Tapir
21488,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,TARSIIDAE,Cephalopachus,Cephalopachus bancanus,"(Horsfield, 1821)",,,,VU,Horsfield’s Tarsier
21489,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,TARSIIDAE,Tarsius,Tarsius dentatus,"Miller &amp; Hollister, 1921",,,,VU,Dian's Tarsier
21490,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,TARSIIDAE,Tarsius,Tarsius pumilus,"Miller &amp; Hollister, 1921",,,,EN,Pygmy Tarsier
21492,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,TARSIIDAE,Carlito,Carlito syrichta,"(Linnaeus, 1758)",,,,NT,Philippine Tarsier
21493,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,TARSIIDAE,Tarsius,Tarsius sangirensis,"Meyer, 1897",,,,EN,Sangihe Tarsier
21494,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,TARSIIDAE,Tarsius,Tarsius pelengensis,"Sody, 1949",,,,EN,Peleng Tarsier
